단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
078520,KR7078520004,에이블씨엔씨,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23669,500,20110907,27033,13516729500,12.0,,0,,N,N,Y,567,6,5,-5,-1.73,20220331.0,1451,,N,N,N
078930,KR7078930005,GS,ST,1.0,0,21,0,N,N,N,4,Y,N,Y,,N,Y,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,39500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,229419,5000,20040805,92915,464576890000,12.0,,0,,N,Y,Y,69871,12427,11910,7482,24.06,20220331.0,36701,FN4,N,N,Y
078935,KR7078931003,GS우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,34600,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,1021,5000,20040805,1784,8924130000,12.0,,1,,N,N,N,0,0,0,0,0.0,,617,,N,N,N
079160,KR7079160008,CJ CGV,ST,2.0,0,26,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,21100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,147354,500,20041224,40870,20435078000,12.0,,0,,N,Y,Y,2233,-549,-1118,-1114,-231.44,20220331.0,8623,720,N,N,N
079430,KR7079430005,현대리바트,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,11000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,7364,1000,20051122,20535,20535282000,12.0,,0,,N,N,Y,3688,29,28,21,1.74,20220331.0,2258,Z35,N,N,N
079550,KR7079550000,LIG넥스원,ST,2.0,0,12,0,Y,N,N,9,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,73300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,166126,5000,20151002,22000,110000000000,12.0,,0,,N,Y,Y,4272,505,524,417,21.66,20220331.0,16126,,N,N,Y
079980,KR7079980009,휴비스,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6250,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,36002,5000,20120223,34500,172500000000,12.0,,0,,N,N,Y,2816,-126,-128,-101,-8.75,20220331.0,2156,,N,N,N
081000,KR7081000002,일진다이아,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,19150,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,18642,1000,20041222,14202,14202975000,12.0,,0,,N,N,Y,332,15,29,24,1.93,20220331.0,2719,,N,N,N
081660,KR7081660003,휠라홀딩스,ST,2.0,0,16,0,N,N,N,8,N,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,28350,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,149956,1000,20100928,60752,61674420000,12.0,,0,,N,Y,Y,10736,1688,1780,1231,18.63,20220331.0,17223,,N,N,Y
082640,KR7082640004,동양생명,ST,2.0,0,21,25,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,Y,N,N,5540,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,45877,5000,20091008,161358,806792925000,12.0,,0,,N,Y,Y,14705,893,848,643,9.15,20220331.0,8939,,N,N,N
082740,KR7082740002,HSD엔진,ST,3.0,0,12,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,Y,N,N,Y,8730,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,420722,1000,20110104,46721,46721246000,12.0,,0,,N,N,Y,1778,-26,-47,-47,-10.13,20220331.0,4078,,N,N,N
083420,KR7083420000,그린케미칼,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7130,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,46442,500,20051020,24000,12000000000,12.0,,0,,N,N,Y,2862,209,219,159,13.46,20211231.0,1711,,N,N,N
084010,KR7084010008,대한제강,ST,3.0,0,11,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,Y,0,N,N,,N,N,N,N,N,15400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,18537,1000,20051031,24646,24646734000,12.0,,0,,N,N,Y,5698,534,581,425,24.29,20220331.0,3795,,N,N,N
084670,KR7084670009,동양고속,ST,3.0,0,19,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15400,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,310,5000,20050725,2895,16959295000,12.0,,0,,N,N,Y,204,-62,-59,-47,-22.81,20220331.0,445,,N,N,N
084680,KR7084680008,이월드,ST,3.0,0,0,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1795,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,110646,1000,20050726,141806,141806193000,12.0,,0,,N,N,Y,1258,19,-193,-138,-4.59,20211231.0,2545,652,N,N,N
084690,KR7084690007,대상홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7800,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,26726,1000,20050817,36212,36212538000,12.0,,0,,N,N,Y,12808,454,400,288,6.57,20220331.0,2824,,N,N,N
084695,KR7084691005,대상홀딩스우,ST,0.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,9490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8596,1000,20050817,913,913482000,12.0,,1,,N,N,N,0,0,0,0,0.0,,86,,N,N,N
084870,KR7084870005,TBH글로벌,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7309,500,20051219,20856,10428409500,12.0,,0,,N,N,Y,404,-18,19,19,13.37,20220331.0,412,,N,N,N
085310,KR7085310001,엔케이,ST,3.0,0,12,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,Y,N,N,N,874,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,77579,500,20080124,79983,39991676000,12.0,,0,,N,N,Y,155,-17,-10,-10,-3.95,20220331.0,699,,N,N,N
085620,KR7085620003,미래에셋생명,ST,2.0,0,21,25,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,Y,N,N,3040,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,66684,5000,20150708,177016,885080945000,12.0,,0,,N,N,Y,8535,291,278,176,3.98,20220331.0,5381,FB2,N,N,N
086280,KR7086280005,현대글로비스,ST,1.0,0,19,0,N,N,N,9,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,Y,N,182500,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,63266,500,20051226,37500,18750000000,12.0,,0,,N,Y,Y,62932,4263,3713,2919,19.88,20220331.0,68437,BH1,N,N,Y
086790,KR7086790003,하나금융지주,ST,1.0,0,21,0,N,N,Y,6,Y,Y,Y,,Y,Y,N,N,N,Y,N,N,N,0,N,N,,N,N,N,N,Y,35600,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,1821490,5000,20051212,295903,1501210310000,12.0,,0,,N,Y,Y,137001,11018,12189,9148,10.54,20220331.0,105341,,N,N,Y
088260,KR7088260005,이리츠코크렙,RT,3.0,0,26,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,5540,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,30066,500,20180627,63341,31670795000,,,0,,N,N,Y,0,0,0,0,0.0,,3509,652,N,N,N
088350,KR7088350004,한화생명,ST,2.0,0,21,25,N,N,Y,6,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,Y,N,Y,2155,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1807893,5000,20100317,868530,4342650000000,12.0,,0,,N,Y,Y,72556,1307,1371,988,1.51,20220331.0,18716,913,N,N,Y
088790,KR7088790001,진도,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3135,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,32492,500,20060328,12447,6223872000,12.0,,0,,N,N,Y,179,29,27,21,8.31,20220331.0,390,,N,N,N
088980,KR7088980008,맥쿼리인프라,IF,1.0,0,21,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,12200,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1560668,0,20060315,404845,2448936527780,,,0,,N,N,Y,0,0,0,0,0.0,,49391,,N,N,N
089470,KR7089470009,HDC현대EP,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3880,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,12952,500,20060925,31900,17200000000,12.0,,0,,N,N,Y,2494,58,52,33,4.47,20220331.0,1237,HDC,N,N,N
089590,KR7089590004,제주항공,ST,2.0,0,19,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,Y,N,15200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,118076,1000,20151106,49759,49759668000,12.0,,0,,N,Y,Y,812,-789,-872,-659,-174.84,20220331.0,7563,,N,N,N
089860,KR7089860001,롯데렌탈,ST,2.0,0,26,0,N,N,,0,N,N,Y,,N,N,,,,,N,,,0,,,,,,,,,38200,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,56472,5000,20210819,36634,183170315000,12.0,,0,,N,Y,Y,6480,705,467,351,11.82,20220331.0,13994,283,N,N,N
090080,KR7090080003,평화산업,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,196082,500,20060602,54902,27451129500,12.0,,0,,N,N,Y,1166,-4,-5,-5,-7.8,20220331.0,746,,N,N,N
090350,KR7090350000,노루페인트,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8460,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,54256,500,20060703,20000,10000000000,12.0,,0,,N,N,Y,1703,58,61,47,5.43,20220331.0,1692,,N,N,N
090355,KR7090351008,노루페인트우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,501,500,20060703,463,231563000,12.0,,1,,N,N,N,0,0,0,0,0.0,,69,,N,N,N
090370,KR7090370008,메타랩스,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,991094,500,20061226,124523,62261724000,12.0,,0,,N,N,Y,99,-2,-11,-12,-9.11,20220331.0,933,,N,N,N
090430,KR7090430000,아모레퍼시픽,ST,1.0,0,8,0,Y,N,N,7,Y,Y,Y,,Y,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,Y,134000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,117689,500,20060629,58492,29246379500,12.0,,0,,N,Y,Y,11650,1580,1623,1201,9.81,20220331.0,78380,,N,N,Y
090435,KR7090431008,아모레퍼시픽우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,47850,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,11638,500,20060629,10557,5278915000,12.0,,1,,N,N,N,0,0,0,0,0.0,,5051,,N,N,N
091090,KR7091090001,세원이앤씨,ST,3.0,0,12,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,Y,N,N,N,800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17679625,500,20060731,158137,79068856500,12.0,,0,,N,N,Y,244,-16,-24,-24,-5.7,20220331.0,1265,,N,N,N
091160,KR7091160002,KODEX 반도체,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,27870,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,429584,0,20060627,7350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2048,,N,N,N
091170,KR7091170001,KODEX 은행,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,5930,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,1455714,0,20060627,30250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1793,,N,N,N
091180,KR7091180000,KODEX 자동차,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,17915,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,444249,0,20060627,38250,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,6852,,N,N,N
091220,KR7091220004,TIGER 은행,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6240,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28355,0,20060627,1680,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,104,,N,N,N
091230,KR7091230003,TIGER 반도체,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,28500,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,69883,0,20060627,4260,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1214,,N,N,N
091810,KR7091810002,티웨이항공,ST,3.0,0,19,0,N,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,1995,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,298142,500,20180801,160330,80165139500,12.0,,0,,N,N,Y,597,-390,-508,-393,-544.12,20220331.0,3198,,N,N,N
092200,KR7092200005,디아이씨,ST,3.0,0,15,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4150,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101610,500,20071018,38888,19444284500,12.0,,0,,N,N,Y,1560,95,91,70,25.77,20220331.0,1613,,N,N,N
092220,KR7092220003,KEC,ST,3.0,0,13,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1798221,500,20061016,144748,72374070500,12.0,,0,,N,N,Y,722,90,101,95,13.69,20220331.0,3850,,N,N,N
092230,KR7092230002,KPX홀딩스,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,59000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,420,5000,20061012,4224,21123230000,12.0,,0,,N,N,Y,3310,169,880,682,15.78,20220331.0,2492,,N,N,N
092440,KR7092440007,기신정기,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3525,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,18867,500,20071030,29200,14600000000,3.0,,0,,N,N,Y,1313,96,107,85,3.44,20220331.0,1029,,N,N,N
092780,KR7092780006,동양피스톤,ST,3.0,0,15,0,Y,N,,0,N,N,N,,N,N,,,,,N,,,0,,,,,,,,,4805,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,51224,500,20171208,13168,6584230000,12.0,,0,,N,N,Y,934,11,9,6,1.9,20220331.0,632,,N,N,N
093050,KR7093050003,LF,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15700,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,21894,5000,20061201,29240,146200000000,12.0,,0,,N,N,Y,4509,479,767,542,13.49,20220331.0,4590,,N,N,N
093230,KR7093230001,이아이디,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1340,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,778093,200,20071101,94072,18814498000,12.0,,0,,N,N,Y,545,-40,-57,-56,-8.93,20220331.0,1260,,N,N,N
093240,KR7093240000,형지엘리트,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,1570,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,205889,500,20090928,31154,15577399000,6.0,,0,,N,N,Y,1023,31,26,24,5.28,20220331.0,489,,N,N,N
093370,KR7093370005,후성,ST,2.0,0,8,0,Y,N,N,4,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,17100,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2007196,500,20061222,92606,46303409500,12.0,,0,,N,Y,Y,1586,524,521,476,52.27,20220331.0,15835,,N,N,Y
094280,KR7094280005,효성ITX,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,14350,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,7717,500,20071025,11558,5779100000,12.0,,0,,N,N,Y,1357,73,68,50,20.57,20220331.0,1658,971,N,N,N
094800,KR7094800000,맵스리얼티1,MF,0.0,0,0,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4495,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,40982,0,20070409,92834,464171655000,,,0,,N,N,N,0,0,0,0,0.0,,4172,,N,N,N
095570,KR7095570008,AJ네트웍스,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6900,1,1,N,N,N,0,N,N,N,0,0,0,40,N,90,41540,1000,20150821,46822,46822295000,12.0,,0,,N,N,Y,2958,192,133,109,11.93,20220331.0,3230,,N,N,N
095720,KR7095720009,웅진씽크빅,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2445,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,78966,500,20070531,115505,58700796000,12.0,,0,,N,N,Y,2327,-16,-19,-28,-3.25,20220331.0,2824,,N,N,N
096300,KR7096300009,베트남개발1,MF,0.0,0,0,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,206,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,124925,0,20070613,137680,57825688620,,,0,,N,N,N,0,0,0,0,0.0,,283,,N,N,N
096760,KR7096760004,JW홀딩스,ST,3.0,0,21,0,N,N,N,0,N,N,Y,,N,N,N,N,Y,N,N,N,N,0,N,N,,N,N,N,N,N,3340,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,31822,500,20070731,70444,35222353000,12.0,,0,,N,N,Y,2009,235,183,151,25.93,20220331.0,2352,,N,N,N
096770,KR7096770003,SK이노베이션,ST,1.0,0,8,0,Y,N,N,4,Y,Y,Y,,Y,Y,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,Y,173000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,245629,5000,20070725,92465,462327820000,12.0,,0,,N,Y,Y,162615,16491,13760,8633,17.81,20220331.0,159965,535,N,N,Y
096775,KR7096771001,SK이노베이션우,ST,0.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,110500,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,725,5000,20070725,1248,6242130000,12.0,,1,,N,N,N,0,0,0,0,0.0,,1379,,N,N,N
097230,KR7097230007,HJ중공업,ST,2.0,0,18,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,Y,N,N,N,6880,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17848,5000,20070831,83274,416371405000,12.0,,0,,N,N,Y,3480,26,-112,-90,-8.46,20220331.0,5729,,N,N,N
097520,KR7097520001,엠씨넥스,ST,2.0,0,13,0,Y,N,N,0,N,N,Y,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,31450,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,48185,500,20210706,17977,9118213000,12.0,,0,,N,Y,Y,3017,40,86,71,9.51,20220331.0,5653,,N,N,N
097950,KR7097950000,CJ제일제당,ST,1.0,0,5,0,Y,N,N,7,Y,N,Y,,N,Y,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,Y,391000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,27816,5000,20070928,15054,75270930000,12.0,,0,,N,Y,Y,69799,4357,3613,2479,12.72,20220331.0,58861,720,N,N,Y
097955,KR7097951008,CJ제일제당 우,ST,0.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,165000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,972,5000,20070928,1327,6637165000,12.0,,1,,N,N,N,0,0,0,0,0.0,,2190,,N,N,N
098560,KR7098560006,TIGER 방송통신,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8730,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,36294,0,20070907,700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,61,,N,N,N
099140,KR7099140006,KODEX 차이나H,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,17235,1,1,N,N,N,0,N,N,N,0,0,0,40,N,90,9469,0,20071010,3000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,517,,N,N,N
100220,KR7100220003,비상교육,ST,3.0,0,26,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,6140,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,12714,500,20080630,12996,6498370500,12.0,,0,,N,N,Y,708,76,78,36,7.15,20220331.0,797,,N,N,N
100250,KR7100250000,진양홀딩스,ST,3.0,0,8,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,3625,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,29718,500,20080215,55895,27947646000,12.0,,0,,N,N,Y,579,20,780,604,67.71,20220331.0,2026,,N,N,N
100840,KR7100840008,SNT에너지,ST,3.0,0,12,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15550,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,17073,500,20080222,7506,3753355500,12.0,,0,,N,N,Y,389,-22,2,3,0.52,20220331.0,1167,,N,N,N
100910,KR7100910009,KOSEF KRX100,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,4950,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,254,0,20080123,1800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,89,,N,N,N
101140,KR7101140002,인바이오젠,ST,3.0,0,16,0,N,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,2000,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,335943,500,20080402,53396,26698410000,12.0,,0,,N,N,Y,105,-79,1111,941,73.56,20211231.0,1067,,N,N,N
101280,KR7101280006,KODEX 일본TOPIX100,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,15100,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,220,0,20080220,600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,90,,N,N,N
101530,KR7101530004,해태제과식품,ST,3.0,0,5,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,7010,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,6599,500,20160511,29116,14558411000,12.0,,0,,N,N,Y,1468,55,36,27,4.19,20220331.0,2041,,N,N,N
102110,KR7102110004,TIGER 200,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,31645,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1692287,0,20080403,64650,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,20458,,N,N,N
102260,KR7102260007,동성케미컬,ST,3.0,0,26,0,N,N,N,0,N,N,Y,,N,N,N,N,N,N,N,Y,N,0,N,N,,N,N,N,N,N,4050,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,27316,1000,20080623,49689,49689728000,12.0,,0,,N,N,Y,2771,76,71,18,-0.37,20220331.0,2012,,N,N,N
102280,KR7102280005,쌍방울,ST,3.0,0,6,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,555,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8297769,500,20080610,262592,131296064500,12.0,,0,,N,N,Y,238,1,-140,-122,-21.84,20220331.0,1457,,N,N,N
102460,KR7102460003,이연제약,ST,2.0,0,9,0,Y,N,N,0,N,N,N,,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,26850,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,207320,500,20100610,17998,8999288500,12.0,,0,,N,N,Y,372,21,26,19,3.11,20220331.0,4832,,N,N,N
102780,KR7102780004,KODEX 삼성그룹,EF,,0,0,0,,N,N,,N,N,N,2.0,N,N,N,N,N,N,N,N,N,0,N,N,,N,N,N,N,N,8300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,3877990,0,20080521,156700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,13006,,N,N,N
